分类,藏品名称,藏品价值,生命值,护盾值,生命回复,护盾回复,物理强度,能量强度,物理抗性,能量抗性,物理抗性穿透,能量抗性穿透,能量值,能量回复,物理暴击伤害,能量暴击伤害,能量暴击率,物理暴击率,移动速度,置换,置换数量,置换成功率,合成,合成数量,合成成功率
2507,超越水晶2507A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2507,超越水晶2507B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2508,超越水晶2508A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2508,超越水晶2508A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2508,超越水晶2508B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2508,超越水晶2508B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2508,超越水晶2508A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2508,超越水晶2508B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2509,超越水晶2509A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2509,超越水晶2509A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2509,超越水晶2509B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2509,超越水晶2509B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2509,超越水晶2509A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2509,超越水晶2509B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2510,超越水晶2510A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2510,超越水晶2510A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2510,超越水晶2510B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2510,超越水晶2510B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2510,超越水晶2510A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2510,超越水晶2510B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2511,超越水晶2511A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2511,超越水晶2511A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2511,超越水晶2511B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2511,超越水晶2511B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2511,超越水晶2511A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2511,超越水晶2511B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2512,超越水晶2512A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2512,超越水晶2512A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2512,超越水晶2512B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2512,超越水晶2512B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2512,超越水晶2512A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2512,超越水晶2512B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2513,超越水晶2513A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2513,超越水晶2513A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2513,超越水晶2513B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2513,超越水晶2513B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2513,超越水晶2513A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2513,超越水晶2513B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2514,超越水晶2514A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2514,超越水晶2514A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2514,超越水晶2514B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2514,超越水晶2514B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2514,超越水晶2514A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2514,超越水晶2514B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2601,超越水晶2601A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2601,超越水晶2601A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2601,超越水晶2601B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2601,超越水晶2601B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2601,超越水晶2601A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2601,超越水晶2601B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2602,超越水晶2602A型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2602,超越水晶2602A型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2602,超越水晶2602B型·壹,1000,100,,,,,,,,,,,,,,,,,,,,,,
2602,超越水晶2602B型·贰,1000,140,,,,,,,,,,,,,,,,,,,,,,
2602,超越水晶2602A型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
2602,超越水晶2602B型·叁,1000,260,,,,,,,,,,,,,,,,,,,,,,
